Protein ID	Gene ID	Gene Name	Description	Coverage	Proteins in group	Amount Proteins	set1_Amount PSMs	set2_Amount PSMs	set1_Amount Peptides	set2_Amount Peptides	set1_Amount Unique peptides	set2_Amount Unique peptides	set1_q-value	set2_q-value	set1_MS1 precursor area	set2_MS1 precursor area	1_set1_tmt16plex_126	2_set1_tmt16plex_127N	3_set1_tmt16plex_127C	4_set1_tmt16plex_128N	5_set1_tmt16plex_128C	6_set1_tmt16plex_129N	IS_set1_tmt16plex_129C	HC2_set1_tmt16plex_130N	HC3_set1_tmt16plex_130C	HC4_set1_tmt16plex_131N	IS_set1_tmt16plex_131C	17_set1_tmt16plex_132N	18_set1_tmt16plex_132C	19_set1_tmt16plex_133N	20_set1_tmt16plex_133C	IS_set1_tmt16plex_134N	IS_set2_tmt16plex_126	7_set2_tmt16plex_127N	8_set2_tmt16plex_127C	9_set2_tmt16plex_128N	10_set2_tmt16plex_128C	11_set2_tmt16plex_129N	12_set2_tmt16plex_129C	13_set2_tmt16plex_130N	14_set2_tmt16plex_130C	15_set2_tmt16plex_131N	16_set2_tmt16plex_131C	IS_set2_tmt16plex_132N	HC5_set2_tmt16plex_132C	HC6_set2_tmt16plex_133N	HC7_set2_tmt16plex_133C	HC9_set2_tmt16plex_134N	set1_Amount fully quanted PSMs	set1_tmt16plex_126 - Amount quanted PSMs	set1_tmt16plex_127N - Amount quanted PSMs	set1_tmt16plex_127C - Amount quanted PSMs	set1_tmt16plex_128N - Amount quanted PSMs	set1_tmt16plex_128C - Amount quanted PSMs	set1_tmt16plex_129N - Amount quanted PSMs	set1_tmt16plex_129C - Amount quanted PSMs	set1_tmt16plex_130N - Amount quanted PSMs	set1_tmt16plex_130C - Amount quanted PSMs	set1_tmt16plex_131N - Amount quanted PSMs	set1_tmt16plex_131C - Amount quanted PSMs	set1_tmt16plex_132N - Amount quanted PSMs	set1_tmt16plex_132C - Amount quanted PSMs	set1_tmt16plex_133N - Amount quanted PSMs	set1_tmt16plex_133C - Amount quanted PSMs	set1_tmt16plex_134N - Amount quanted PSMs	set2_Amount fully quanted PSMs	set2_tmt16plex_126 - Amount quanted PSMs	set2_tmt16plex_127N - Amount quanted PSMs	set2_tmt16plex_127C - Amount quanted PSMs	set2_tmt16plex_128N - Amount quanted PSMs	set2_tmt16plex_128C - Amount quanted PSMs	set2_tmt16plex_129N - Amount quanted PSMs	set2_tmt16plex_129C - Amount quanted PSMs	set2_tmt16plex_130N - Amount quanted PSMs	set2_tmt16plex_130C - Amount quanted PSMs	set2_tmt16plex_131N - Amount quanted PSMs	set2_tmt16plex_131C - Amount quanted PSMs	set2_tmt16plex_132N - Amount quanted PSMs	set2_tmt16plex_132C - Amount quanted PSMs	set2_tmt16plex_133N - Amount quanted PSMs	set2_tmt16plex_133C - Amount quanted PSMs	set2_tmt16plex_134N - Amount quanted PSMs
ENSP00000364934.2	ENSG00000213719.8	CLIC1	chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]	0.4024896265560166	ENSP00000406335.2,ENSP00000400532.1,ENSP00000410965.1,ENSP00000391395.1,ENSP00000482255.1,ENSP00000398056.2,ENSP00000409979.1,ENSP00000408094.1,ENSP00000413330.1,ENSP00000480256.1,ENSP00000401292.2,ENSP00000404589.1,ENSP00000404037.1,ENSP00000416211.1,ENSP00000484581.1,ENSP00000407429.2,ENSP00000406088.1,ENSP00000408357.1,ENSP00000409247.1,ENSP00000478930.1,ENSP00000407791.2,ENSP00000406968.1,ENSP00000400280.1,ENSP00000412217.1,ENSP00000479501.1,ENSP00000382926.3,ENSP00000372896.2,ENSP00000372897.2,ENSP00000382931.1,ENSP00000477623.1,ENSP00000364940.3,ENSP00000364934.2,ENSP00000364935.2,ENSP00000379229.1,ENSP00000479808.1	35	10	7	5	4	5	4	0.0	0.0	1646310579.167277	1236223456.423177	0.0518440209303197	0.130416283168371	0.4024841554366	0.339410165645025	-0.044863498129823	0.0784495964003851	0.0112222178886716	-0.644105932432791	-0.0813369035500102	-0.317559739483409	0.0132153424725434	0.372550451631952	-0.0512477029233827	0.0339102582586364	-0.00308503865970344	-0.00664257397052204	0.00914381315160995	-0.10397455112331	0.0640534560978985	0.370390407108438	-0.125866493869257	0.77614556232886	0.228101637850737	-0.102047749400763	0.120627884249188	-0.00968341185313726	-0.274865300955678	-0.00914381315160995	-0.108522449545992	0.00530056408773127	-0.0106632989522772	-0.540857793176203	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
ENSP00000216780.4	ENSG00000100889.12	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]	0.0859375	ENSP00000496343.1,ENSP00000494919.1,ENSP00000496102.1,ENSP00000493800.1,ENSP00000441826.2,ENSP00000454011.1,ENSP00000216780.4,ENSP00000453656.1,ENSP00000495677.1,ENSP00000494029.1,ENSP00000453444.1,ENSP00000380171.4	12	5	3	5	3	5	3	0.0	0.0	272704370.5175781	306753592.9088542	-0.152042279583085	0.101921926311677	0.181530265449275	-0.511773512523497	0.449991038491124	0.610126409819081	0.000214251610178628	-0.324692861268417	-0.346720380953615	-0.00186942338252294	-0.0280743462834785	-0.096039701961379	0.0430245061673791	-0.409085464399515	1.16928472474278	0.0258960503043184	-0.0393909718859184	-0.988114558421346	0.157466171714292	-1.05258457535393	-0.941336877573985	1.12740869803799	-0.190784311637931	-0.972922523636619	-0.728298704441478	-0.76465789284101	1.52779303336061	0.0393909718859184	-0.499862353108208	-0.672627080983856	-0.917355097001874	-0.936485846104253	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
ENSP00000498485.1	ENSG00000182871.16	COL18A1	collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]	0.1179985063480209	ENSP00000498485.1,ENSP00000347665.5,ENSP00000352798.4,ENSP00000339118.5,ENSP00000415692.1	5	14	19	7	12	7	12	0.0	0.0	2101499745.4170125	6107565897.162007	-0.0619061228918856	0.412919232283925	0.0154420992178652	-0.18994612833112	-0.226069387281865	0.00525391332873149	0.0003548018608166	0.325200689862513	-0.064065798989831	-0.239641438452113	-0.0468531477536009	0.102529471097714	-0.111339446795194	0.591914990195482	-0.00457541073814483	0.0520038771999145	0.017142351199567	-0.0255558400512133	0.170280712079244	0.269808664889794	-0.0504979954470635	0.116310173869215	0.287615941574518	-0.0320782599705502	-0.025145128905006	0.247582350956813	-0.0173098025789873	-0.0171423511995688	0.0148570031850443	0.205565851862191	-0.00513110490474844	-0.220115849081433	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
ENSP00000359910.4	ENSG00000101182.15	PSMA7	proteasome 20S subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:9536]	0.4314516129032258	ENSP00000397047.1,ENSP00000359910.4,ENSP00000359898.1,ENSP00000359895.3,ENSP00000409284.2,ENSP00000440327.2,ENSP00000345584.6,ENSP00000311121.6,ENSP00000482057.1	9	9	8	8	7	8	7	0.0	0.0	3086701786.6857095	9999093007.36019	0.0573425383597268	0.0327352107436827	0.518438990655881	0.120065953507819	-0.355187537309469	0.822341631767724	-0.0346858855526611	-0.595958857056186	-1.04005595950311	-0.705747598383041	-0.0311235374238628	-0.0836202943168534	0.0922852738857127	0.29117805985789	0.425628339442355	0.0047502989483732	-0.00904605844661077	-0.541504305729156	-0.137853484151725	-0.256695170223477	-0.0911829936446296	0.857611377554591	0.874243700273097	-0.290788453738896	-0.142939926361272	-0.406374977260642	0.447922747406627	0.00904605844661255	-0.868165775346367	-0.955022941118106	-0.993021259021393	-1.07037607708043	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
ENSP00000359131.3	ENSG00000162694.14	EXTL2	exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516]	0.23333333333333334	ENSP00000359131.3,ENSP00000359132.3,ENSP00000403363.1,ENSP00000392255.1,ENSP00000444385.2	5	6	6	6	4	6	4	0.0	0.0	902222944.2108561	286538053.98586816	-0.140889974625917	0.0601033202018364	-0.0941114136369219	-0.213310429449152	0.356443622426245	-0.0839584235082924	0.0539305236680789	0.397308892980806	0.798200795851741	0.419999139600969	-0.0126957721282457	0.158027796657112	-0.0848976836300306	-0.0896746997701303	0.0212128287921711	-0.0242653893017009	0.0320868939503409	-0.072829557372394	-0.0533214273017828	-0.164922499650031	-0.0307591529677946	-0.311930708423435	-0.278703905164666	-0.189496536041903	-0.19117411772166	0.0341187839969912	0.010345794446577	-0.0320868939503427	0.634815131855536	0.386296110702495	0.669029858143769	0.392542662765836	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ENSP00000375684.1	ENSG00000167755.15	KLK6	kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367]	0.13138686131386862	ENSP00000366047.2,ENSP00000309148.1,ENSP00000375684.1,ENSP00000470482.1	4	1	2	1	1	1	1	0.0	0.0	130658223.9375	345424861.875	-0.172788711965268	-0.114348461194501	-0.328648040564612	-0.267829915314493	-0.145243486469155	-0.0822450261293604	0.0823464040904485	0.114919886875853	0.263628895575193	0.964057888061603	0.0134654357376967	-0.0800432570319902	0.0523529414077313	-0.14664020399025	-0.0115759422866368	-0.097775884197123	-0.0137535479054733	-0.0859479111913197	0.0578020705810154	-0.130875220773085	-0.156072049473821	-0.211574201132312	-0.191208849540298	0.0756717849415161	0.0188943631908636	0.187089447517963	0.0644197117426488	0.0137535479054716	0.197618328178868	-0.0708966185684634	0.217290865391938	0.38507605993485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ENSP00000490007.1	ENSG00000243989.9	ACY1	aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]	0.4932975871313673	ENSP00000490434.1,ENSP00000490353.1,ENSP00000490744.1,ENSP00000419262.1,ENSP00000418683.1,ENSP00000417618.1,ENSP00000384296.2,ENSP00000489688.1,ENSP00000490007.1,ENSP00000490149.1,ENSP00000419830.1,ENSP00000420487.1,ENSP00000417056.1,ENSP00000490236.1,ENSP00000490708.1,ENSP00000489947.1,ENSP00000490500.1	17	13	13	10	10	10	10	0.0	0.0	2103846312.3549805	10093472136.573568	0.036382134807095	0.0652463807536012	0.394920720704583	0.0364372626859222	-0.0397519442282643	1.05726525906377	0.00498465295251638	0.13086260083163	-0.649777283680793	-0.397397184922573	-0.00500445426175666	-0.457433861661107	-0.135325748717589	0.308982561930174	0.719097819239732	-0.0393430783805329	-0.00737203211703985	-0.686852899308532	0.221417200879758	-0.571878367985775	-0.599683597868541	0.537689142553424	0.0684920976436301	-0.449119341160223	-0.391519625963301	-0.666009392129892	0.858397007206637	0.00737203211703985	-0.333032844009507	-0.306072150987427	-0.441122113234812	-0.684998863997256	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
ENSP00000228740.2	ENSG00000111144.10	LTA4H	leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]	0.5384615384615384	ENSP00000228740.2,ENSP00000449958.1,ENSP00000395051.2,ENSP00000449340.1	4	31	34	24	24	24	24	0.0	0.0	8987112588.943686	8674297676.954102	-0.103861112778819	0.0201410219754425	0.19772621535725	-0.440303869274997	-0.00236466378003541	0.0796717337069666	0.0238860463213841	-0.444405818883538	-0.410510060446112	-0.461420361225331	-0.000651120262944005	-0.343317091314081	-0.290582978506501	0.259226586389053	0.0963815079118646	0.0141422720846869	0.0180343546523112	0.353428407098802	-0.16310922788404	0.23515250674118	0.551410735713228	0.117952600351646	0.49600236975878	0.457378984916689	0.532439208994237	-0.2019425504323	0.48160685880125	-0.0180343546523076	-0.385455211090787	-0.498656520529273	-0.47163177533691	-0.505636027229768	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34
ENSP00000404160.2	ENSG00000087470.19	DNM1L	dynamin 1 like [Source:HGNC Symbol;Acc:HGNC:2973]	0.016885553470919325	ENSP00000415131.2,ENSP00000404160.2,ENSP00000449089.1,ENSP00000350948.5,ENSP00000450399.1,ENSP00000266481.6,ENSP00000448610.1,ENSP00000370388.4	8	1	1	1	1	1	1	0.0	0.0017953321364452424	487048151.9550781	802710253.2695312	0.816711023321012	-0.468811599686147	-0.461314027349253	0.535665305224718	0.015973561299262	0.57326896839562	-0.0743751521965867	-0.389708852906622	0.0394653467269261	-0.126591354166795	-0.030585901194506	0.239682818250314	0.278197066834357	-0.0651877005074173	-0.199877554457483	0.102997009022122	-0.0537664592578011	-0.116756083457387	-0.141140877543277	0.0136173171128391	-0.0402264555865486	0.0831001150881603	0.0590943955099403	-0.261582764124181	-0.337316766127248	-0.296151125713122	-0.56994799430456	0.0537664592578011	-0.184491049084096	1.05724670176076	-0.305807217949571	0.843650657752432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSP00000426059.1	ENSG00000026297.17	RNASET2	ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]	0.36363636363636365	ENSP00000426906.1,ENSP00000426455.2,ENSP00000507710.1,ENSP00000482755.2,ENSP00000508128.1,ENSP00000424947.1,ENSP00000422846.1,ENSP00000426059.1,ENSP00000507399.1,ENSP00000390833.1,ENSP00000028008.5	11	7	8	5	7	5	7	0.0	0.0	12666930379.690104	5109542801.187892	-0.0894338460975028	-0.0227472615364395	-0.158130865746489	-0.0611993261139503	0.126868885770229	-0.0666912999305076	0.0213421854783933	-0.0941981692250806	0.111231183830734	0.1216794859921	-0.0345733767994147	-0.12660430386399	-0.0786215195385065	0.310759484119922	0.0237561886327704	0.00961450889268889	0.00912593845071186	0.0772438301749414	-0.29458414470394	0.211225250474323	0.509364445227702	-0.131419437030043	-0.278128596362685	0.116965628779091	0.224166382909971	0.141112986198277	-0.302886453766263	-0.00912593845071186	-0.208370419204474	0.0554509601251603	0.147177540927153	0.0538248603795815	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
ENSP00000257497.6	ENSG00000135046.14	ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]	0.30057803468208094	ENSP00000257497.6,ENSP00000412489.1,ENSP00000414013.1,ENSP00000366109.1	4	10	6	7	5	7	5	0.0	0.0	425319699.25020343	845173058.0498047	-0.349063628664851	-0.277550976331542	0.868904582927738	0.357158209205784	-0.334779857689607	-0.0477425388182953	-0.0404978383535664	-0.639163578130246	-0.378893855019267	-0.276881327884356	0.0518794468025225	-0.12975564591967	-0.178779335498212	0.172838523054605	0.232621137974588	0.00652516475459208	-0.0829107089474483	0.229329907542924	-0.531113228413431	0.0942007241310563	-0.574319630083657	1.03008532871249	-0.703711649740021	0.625259424816683	-0.110299338648407	-0.831619177451442	-0.470199766656052	0.082910708947451	-0.67186284687964	-0.736697283300462	-0.0100488320086072	-0.655875983936699	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ENSP00000419236.2	ENSG00000170017.12	ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]	0.38596491228070173	ENSP00000305988.5,ENSP00000419236.2,ENSP00000418213.2,ENSP00000418937.2	4	24	25	17	16	17	16	0.0	0.0	5253063579.524414	7456112138.526937	0.147465625151106	0.416243566858357	-0.0413522156332231	-0.178633616631698	0.232811496011045	-0.12334805294797	0.00533818385225526	0.41903816891672	0.333543842268286	-0.0115408785848672	-0.000167266161355428	0.158310599466579	-0.173338419909024	0.197460869965409	-0.134835842	0.00905641580493555	0.0085596962485468	0.0583450641242695	-0.269969259784462	-0.117567300167256	0.169904459172804	0.0899464545223543	-0.163386414994595	-0.0255801001114833	-0.153229214451658	0.0801007716225381	0.00697855521844026	-0.00855969624854858	0.0678128963234723	0.308740152047884	0.218829141795666	0.486784686341204	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
ENSP00000300289.5	ENSG00000167004.14	PDIA3	protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606]	0.44752475247524753	ENSP00000510198.1,ENSP00000510399.1,ENSP00000509133.1,ENSP00000510333.1,ENSP00000508750.1,ENSP00000509858.1,ENSP00000508784.1,ENSP00000509699.1,ENSP00000509980.1,ENSP00000509178.1,ENSP00000510205.1,ENSP00000300289.5,ENSP00000508574.1,ENSP00000509857.1,ENSP00000389906.2,ENSP00000510462.1,ENSP00000509492.1	17	17	19	14	15	14	15	0.0	0.0	3668579960.333008	50154432898.84928	0.0554983113378462	0.061086959723573	-0.040850928810034	0.0637470146096284	-0.0414354012352689	-0.0114456452760159	-0.0307868758092367	-0.112738979388398	-0.0427154360223572	-0.176166836618842	0.0193071858798604	0.135516507323237	0.0407086174284554	0.179729587482163	-0.089514991665844	0.0274946544800336	0.0346939073634687	-0.0318930692804944	-0.253331679275677	-0.0360324945630666	-0.0251253729908498	0.146328205245143	0.170562990965226	0.0298102999651846	0.180905136838966	-0.0193374169309504	-0.170077807167033	-0.0346939073634687	-0.212297446273771	0.049895007500611	-0.0257026820926427	-0.0582941872152372	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
ENSP00000465489.1	ENSG00000130175.10	PRKCSH	protein kinase C substrate 80K-H [Source:HGNC Symbol;Acc:HGNC:9411]	0.2761904761904762	ENSP00000465489.1,ENSP00000466134.1,ENSP00000503163.1,ENSP00000466012.1,ENSP00000465461.1,ENSP00000465948.1,ENSP00000503072.1,ENSP00000467566.1,ENSP00000465821.1,ENSP00000465047.1	10	10	20	9	13	9	13	0.0	0.0	958375206.1305338	52095238938.67063	0.0285258397498724	0.0447728071052254	-0.213712651930825	-0.107304546094689	-0.156192127181404	-0.024498096821068	-0.0284418443386016	-0.000895613118663263	0.0564656988411461	-0.170345790614116	0.0231987133456748	0.336745916919881	-0.0135547870105395	0.121254438581346	0.0999005307508192	-0.00213564559599266	-0.00402011949302583	0.0706085210063776	-0.0729098528422032	0.0426192474610421	0.300312472584835	0.0605302148182956	0.201931504818652	0.0814589635022767	0.0568393327070602	0.1484718663403	-0.105526536644025	0.00402011949302761	-0.130207050341816	-0.0575996932799487	-0.12591847937145	0.0611062699521376	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
ENSP00000188790.4	ENSG00000078098.15	FAP	fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590]	0.2802631578947368	ENSP00000188790.4,ENSP00000411391.1,ENSP00000400137.1,ENSP00000407404.2	4	14	29	6	15	5	14	0.0	0.0	900071366.3486328	1007669943.9812826	-0.0450187952712993	-0.133374424202493	0.0316171350951029	-0.0062164178735582	0.342689214020767	-0.1270916283838	-0.00108230566639822	0.334955781374818	1.12096357170472	0.172115208032116	0.0233445552580385	0.00818989567318962	-0.284635479829042	0.122671974471169	-0.239610381994179	-0.020738664206883	-0.0194903397121351	0.29511333137645	-0.00888950467580152	-0.476723801269401	-0.0573880933278943	-0.421391537189479	-0.540655271125989	-0.0292558875351823	0.180875485033678	-0.0556448009536634	0.006254904525413	0.0194903397121351	0.135461478765226	0.639556284464627	0.616133616120543	0.596430854572196	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17
ENSP00000422212.1	ENSG00000182578.14	CSF1R	colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433]	0.13412816691505217	ENSP00000422212.1,ENSP00000286301.3,ENSP00000501699.1,ENSP00000445282.1,ENSP00000421174.1	5	10	11	6	6	6	6	0.0	0.0	881067546.7045721	4795412098.5077715	-0.314461255224748	0.337787001517297	0.00815512398003015	-0.0105515570590988	0.104337836462983	-0.108291718735708	0.0158294696841814	-0.0353348897670518	0.695068846430511	0.0616986844530425	-0.0150640693335946	0.222020589095163	-0.542194407612231	0.413967764125567	-0.179734654655483	0.0517518479170507	-0.0270016465771263	0.428504880384617	-0.267363216046189	0.193529535519453	-0.075646342872048	0.0280922830996504	-0.205304390351647	0.175265900354141	-0.437925122144264	0.146428046236535	-0.137358858660777	0.0270016465771263	-0.0868809522544804	0.33394178377738	0.460135597787767	0.571190960517081	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
ENSP00000378740.3	ENSG00000126522.17	ASL	argininosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:746]	0.27927927927927926	ENSP00000307188.9,ENSP00000499889.1,ENSP00000500227.1,ENSP00000378741.3,ENSP00000354710.6,ENSP00000378740.3,ENSP00000500462.1,ENSP00000370219.4,ENSP00000396527.2	9	15	14	11	11	11	11	0.0	0.0	850741461.8505859	2630665258.042643	0.258798306739845	-0.157310295600022	0.310426640585657	-0.0335313853731627	-0.175377679981541	0.872130980989247	-0.0168090401858221	-0.0253150653222605	-0.508421955900817	-0.0526514438106069	0.0491096765832957	-0.60028584861716	-0.248332271026937	0.223704854343842	0.477737569630726	-0.0342646807664444	-0.026638851800433	-0.741609979397857	0.14269541808218	-0.632834149554336	-0.726182089968992	0.541853677187373	0.157526443826879	-0.398055306983879	-0.3058932542944	-0.360005680080878	0.798712087066727	0.0266388518004312	-0.422377390577273	-0.574644394595401	-0.925598968857908	-0.367839825474547	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
ENSP00000441691.3	ENSG00000169896.18	ITGAM	integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]	0.11371527777777778	ENSP00000496959.1,ENSP00000441691.3,ENSP00000454568.1	3	6	6	5	6	5	6	0.0	0.0	711741753.0856119	258160760.00520834	-0.124288470729354	0.0995380363554883	0.190671812272182	0.0890700282174972	0.067563158184301	0.0499460258953777	0.0137288826150881	0.534939694220181	0.291581383497153	0.172323844621715	0.000824908670400859	0.0565371448151382	-0.0821306995850257	0.177857236059149	0.277373903257791	-0.00341121928998156	0.00543575213504699	0.325767921061772	0.0353323469607068	0.000831297281244758	-0.0235579088374669	0.26436282190694	-0.443598191287245	0.580902605362956	-0.0377183482454058	-0.0975463220837405	0.0534909476189602	-0.00543575213504521	0.0386410446585828	0.0892733456632993	0.141537179947731	0.239738003793393	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ENSP00000344832.3	ENSG00000131236.18	CAP1	cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]	0.3755274261603376	ENSP00000361888.1,ENSP00000361884.1,ENSP00000344832.3,ENSP00000412859.1,ENSP00000398877.1,ENSP00000389974.1	6	12	18	10	11	1	1	0.0	0.0	22966510.750976562	105613345.15930176	1.0446249034485	-0.485009900849329	0.324190598943483	0.625329102328367	0.759698582378697	0.49268825918905	-0.0243941594275343	-0.402460015044758	-0.0262254342832442	-0.48175600436416	-0.0307748890200461	0.149879100391821	0.487170162889681	-0.120418366414064	-0.389516622018201	0.0532050040786043	-0.0378870196318806	0.0666818283264785	0.198320993592297	0.479122799590945	0.0636462964125686	0.387153078869252	-0.134198705960396	0.00464737872333565	0.0525845604356689	-0.144640224825059	-0.712783028996576	0.0378870196318806	-0.30140883443336	0.482614185590251	0.148387377134821	0.0880298961383037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ENSP00000361878.2	ENSG00000131236.18	CAP1	cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]	0.37684210526315787	ENSP00000361883.3,ENSP00000398877.1,ENSP00000361878.2,ENSP00000361891.3,ENSP00000413656.1,ENSP00000398475.1,ENSP00000403198.1,ENSP00000408561.1,ENSP00000410586.1,ENSP00000400943.1,ENSP00000413383.1,ENSP00000389974.1	12	13	18	10	11	1	1	0.0	0.0	252702257.4501953	2788343481.9003906	0.994006549135397	-0.322791721851917	0.291877179396222	0.692267128596148	0.813388677718407	0.506771696187882	0.0279983778693191	-1.01237675015384	-0.0486733413353875	-0.917326007670193	-0.103768243212422	0.134721829375951	0.447147050154316	0.0348709301867123	-0.499047118759725	0.0738058209741226	0.00595710848446984	0.214140518265666	0.123063080744859	0.373022661443335	0.148739551547901	0.487727807993614	-0.0853395154310546	0.144217272465374	-0.102176973486378	-0.0271471433439832	-0.761346906322024	-0.00595710848447073	-0.514929010943239	0.128334074965165	-0.0222964074621057	-0.465512137485582	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ENSP00000477772.2	ENSG00000146674.16	IGFBP3	insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]	0.3951890034364261	ENSP00000477772.2,ENSP00000370473.4,ENSP00000370476.4,ENSP00000390298.1,ENSP00000399116.1,ENSP00000389668.1	6	25	34	9	13	9	13	0.0	0.0	5480133315.27356	20512809892.325603	0.20501532083896	0.0243538884057326	-0.142371612746627	-0.33116391676613	0.136125295880593	-0.163754198244735	0.0232175753913646	0.117858158945335	0.393810257137682	0.476533871509021	-0.00580904489333633	-0.0611571914000368	0.0186936920095437	-0.142982646649164	-0.163511651786312	-0.00871357239844706	0.00150458187068381	-0.0569578609137533	-0.0116731088833202	-0.920603597666553	-0.556779354624847	-0.142289415748542	-0.472265745909623	-0.131594893637848	-0.34913404871668	0.0154171839569202	-0.696651027880259	-0.00150458187068381	0.525695382403881	0.56299214250139	0.666194154290377	0.712614249874802	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34
ENSP00000393971.2	ENSG00000106823.13	ECM2	extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3154]	0.12441679626749612	ENSP00000393971.2,ENSP00000344758.5,ENSP00000364690.1,ENSP00000378905.2	4	4	5	3	5	3	5	0.0	0.0	413139843.6114909	3983586308.1354165	-0.175214529904498	0.283759867794635	0.627858203768429	-0.0818251000623054	-0.2502551207392	-0.123385366177783	0.00354968390231836	0.542567193601891	-0.309753867985936	-0.235583885435	-0.0555478207641427	0.215026251554844	0.150197984556139	0.303509226822444	0.214384171988347	0.0500340924928455	-0.0390310016906934	0.235973221953893	0.000945964648911612	-0.166127825283862	0.0649149985453654	-0.0300976241214572	0.197668160012202	-0.129768140030869	-0.118882708466955	0.253699932976852	-0.0258062756047082	0.0390310016906952	0.130501929139648	-0.290518099678607	-0.431396097904098	-0.0760922697546089	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
